code,level,parent_code,full_name,display_name
1117010400,3,1117000000,서울특별시 용산구 갈월동,갈월동
1117010500,3,1117000000,서울특별시 용산구 남영동,남영동
1117010600,3,1117000000,서울특별시 용산구 용산동1가,용산동1가
1117010700,3,1117000000,서울특별시 용산구 동자동,동자동
1117010800,3,1117000000,서울특별시 용산구 서계동,서계동
1117010900,3,1117000000,서울특별시 용산구 청파동1가,청파동1가
1117011000,3,1117000000,서울특별시 용산구 청파동2가,청파동2가
1117011100,3,1117000000,서울특별시 용산구 청파동3가,청파동3가
1117011200,3,1117000000,서울특별시 용산구 원효로1가,원효로1가
1117011300,3,1117000000,서울특별시 용산구 원효로2가,원효로2가
1117011400,3,1117000000,서울특별시 용산구 신창동,신창동
1117011500,3,1117000000,서울특별시 용산구 산천동,산천동
1117011600,3,1117000000,서울특별시 용산구 청암동,청암동
1117011700,3,1117000000,서울특별시 용산구 원효로3가,원효로3가
1117011800,3,1117000000,서울특별시 용산구 원효로4가,원효로4가
1117011900,3,1117000000,서울특별시 용산구 효창동,효창동
1117012000,3,1117000000,서울특별시 용산구 도원동,도원동
1117012100,3,1117000000,서울특별시 용산구 용문동,용문동
1117012200,3,1117000000,서울특별시 용산구 문배동,문배동
1117012300,3,1117000000,서울특별시 용산구 신계동,신계동
1117012400,3,1117000000,서울특별시 용산구 한강로1가,한강로1가
1117012500,3,1117000000,서울특별시 용산구 한강로2가,한강로2가
1117012600,3,1117000000,서울특별시 용산구 용산동3가,용산동3가
1117012700,3,1117000000,서울특별시 용산구 용산동5가,용산동5가
1117012800,3,1117000000,서울특별시 용산구 한강로3가,한강로3가
1117012900,3,1117000000,서울특별시 용산구 이촌동,이촌동
1117013000,3,1117000000,서울특별시 용산구 이태원동,이태원동
1117013100,3,1117000000,서울특별시 용산구 한남동,한남동
1117013200,3,1117000000,서울특별시 용산구 동빙고동,동빙고동
1117013300,3,1117000000,서울특별시 용산구 서빙고동,서빙고동
1117013400,3,1117000000,서울특별시 용산구 주성동,주성동
1117013500,3,1117000000,서울특별시 용산구 용산동6가,용산동6가
1117013600,3,1117000000,서울특별시 용산구 보광동,보광동
1120000000,2,1100000000,서울특별시 성동구,성동구
1120010100,3,1120000000,서울특별시 성동구 상왕십리동,상왕십리동
1120010200,3,1120000000,서울특별시 성동구 하왕십리동,하왕십리동
1120010300,3,1120000000,서울특별시 성동구 홍익동,홍익동
1120010400,3,1120000000,서울특별시 성동구 도선동,도선동
1120010500,3,1120000000,서울특별시 성동구 마장동,마장동
1120010600,3,1120000000,서울특별시 성동구 사근동,사근동
1120010700,3,1120000000,서울특별시 성동구 행당동,행당동
1120010800,3,1120000000,서울특별시 성동구 응봉동,응봉동
1120010900,3,1120000000,서울특별시 성동구 금호동1가,금호동1가
1120011000,3,1120000000,서울특별시 성동구 금호동2가,금호동2가
1120011100,3,1120000000,서울특별시 성동구 금호동3가,금호동3가
1120011200,3,1120000000,서울특별시 성동구 금호동4가,금호동4가
1120011300,3,1120000000,서울특별시 성동구 옥수동,옥수동
1120011400,3,1120000000,서울특별시 성동구 성수동1가,성수동1가
1120011500,3,1120000000,서울특별시 성동구 성수동2가,성수동2가
1120011800,3,1120000000,서울특별시 성동구 송정동,송정동
1120012200,3,1120000000,서울특별시 성동구 용답동,용답동
1121500000,2,1100000000,서울특별시 광진구,광진구
1121510100,3,1121500000,서울특별시 광진구 중곡동,중곡동
1121510200,3,1121500000,서울특별시 광진구 능동,능동
1121510300,3,1121500000,서울특별시 광진구 구의동,구의동
1121510400,3,1121500000,서울특별시 광진구 광장동,광장동
1121510500,3,1121500000,서울특별시 광진구 자양동,자양동
1121510700,3,1121500000,서울특별시 광진구 화양동,화양동
1121510900,3,1121500000,서울특별시 광진구 군자동,군자동
1123000000,2,1100000000,서울특별시 동대문구,동대문구
1123010100,3,1123000000,서울특별시 동대문구 신설동,신설동
1123010200,3,1123000000,서울특별시 동대문구 용두동,용두동
1123010300,3,1123000000,서울특별시 동대문구 제기동,제기동
1123010400,3,1123000000,서울특별시 동대문구 전농동,전농동
1123010500,3,1123000000,서울특별시 동대문구 답십리동,답십리동
1123010600,3,1123000000,서울특별시 동대문구 장안동,장안동
1123010700,3,1123000000,서울특별시 동대문구 청량리동,청량리동
1123010800,3,1123000000,서울특별시 동대문구 회기동,회기동
1123010900,3,1123000000,서울특별시 동대문구 휘경동,휘경동
1123011000,3,1123000000,서울특별시 동대문구 이문동,이문동
1126000000,2,1100000000,서울특별시 중랑구,중랑구
1126010100,3,1126000000,서울특별시 중랑구 면목동,면목동
1126010200,3,1126000000,서울특별시 중랑구 상봉동,상봉동
1126010300,3,1126000000,서울특별시 중랑구 중화동,중화동
1126010400,3,1126000000,서울특별시 중랑구 묵동,묵동
1126010500,3,1126000000,서울특별시 중랑구 망우동,망우동
1126010600,3,1126000000,서울특별시 중랑구 신내동,신내동
1129000000,2,1100000000,서울특별시 성북구,성북구
1129010100,3,1129000000,서울특별시 성북구 성북동,성북동
1129010200,3,1129000000,서울특별시 성북구 성북동1가,성북동1가
1129010300,3,1129000000,서울특별시 성북구 돈암동,돈암동
1129010400,3,1129000000,서울특별시 성북구 동소문동1가,동소문동1가
1129010500,3,1129000000,서울특별시 성북구 동소문동2가,동소문동2가
1129010600,3,1129000000,서울특별시 성북구 동소문동3가,동소문동3가
1129010700,3,1129000000,서울특별시 성북구 동소문동4가,동소문동4가
1129010800,3,1129000000,서울특별시 성북구 동소문동5가,동소문동5가
1129010900,3,1129000000,서울특별시 성북구 동소문동6가,동소문동6가
1129011000,3,1129000000,서울특별시 성북구 동소문동7가,동소문동7가
1129011100,3,1129000000,서울특별시 성북구 삼선동1가,삼선동1가
1129011200,3,1129000000,서울특별시 성북구 삼선동2가,삼선동2가
1129011300,3,1129000000,서울특별시 성북구 삼선동3가,삼선동3가
1129011400,3,1129000000,서울특별시 성북구 삼선동4가,삼선동4가
1129011500,3,1129000000,서울특별시 성북구 삼선동5가,삼선동5가
1129011600,3,1129000000,서울특별시 성북구 동선동1가,동선동1가
1129011700,3,1129000000,서울특별시 성북구 동선동2가,동선동2가
1129011800,3,1129000000,서울특별시 성북구 동선동3가,동선동3가
1129011900,3,1129000000,서울특별시 성북구 동선동4가,동선동4가
1129012000,3,1129000000,서울특별시 성북구 동선동5가,동선동5가
1129012100,3,1129000000,서울특별시 성북구 안암동1가,안암동1가
1129012200,3,1129000000,서울특별시 성북구 안암동2가,안암동2가
1129012300,3,1129000000,서울특별시 성북구 안암동3가,안암동3가
1129012400,3,1129000000,서울특별시 성북구 안암동4가,안암동4가
1129012500,3,1129000000,서울특별시 성북구 안암동5가,안암동5가
1129012600,3,1129000000,서울특별시 성북구 보문동4가,보문동4가
1129012700,3,1129000000,서울특별시 성북구 보문동5가,보문동5가
1129012800,3,1129000000,서울특별시 성북구 보문동6가,보문동6가
1129012900,3,1129000000,서울특별시 성북구 보문동7가,보문동7가
1129013000,3,1129000000,서울특별시 성북구 보문동1가,보문동1가
1129013100,3,1129000000,서울특별시 성북구 보문동2가,보문동2가
1129013200,3,1129000000,서울특별시 성북구 보문동3가,보문동3가
1129013300,3,1129000000,서울특별시 성북구 정릉동,정릉동
1129013400,3,1129000000,서울특별시 성북구 길음동,길음동
1129013500,3,1129000000,서울특별시 성북구 종암동,종암동
1129013600,3,1129000000,서울특별시 성북구 하월곡동,하월곡동
1129013700,3,1129000000,서울특별시 성북구 상월곡동,상월곡동
1129013800,3,1129000000,서울특별시 성북구 장위동,장위동
1129013900,3,1129000000,서울특별시 성북구 석관동,석관동
1130500000,2,1100000000,서울특별시 강북구,강북구
1130510100,3,1130500000,서울특별시 강북구 미아동,미아동
1130510200,3,1130500000,서울특별시 강북구 번동,번동
1130510300,3,1130500000,서울특별시 강북구 수유동,수유동
1130510400,3,1130500000,서울특별시 강북구 우이동,우이동
1132000000,2,1100000000,서울특별시 도봉구,도봉구
1132010500,3,1132000000,서울특별시 도봉구 쌍문동,쌍문동
1132010600,3,1132000000,서울특별시 도봉구 방학동,방학동
1132010700,3,1132000000,서울특별시 도봉구 창동,창동
1132010800,3,1132000000,서울특별시 도봉구 도봉동,도봉동
1135000000,2,1100000000,서울특별시 노원구,노원구
1135010200,3,1135000000,서울특별시 노원구 월계동,월계동
1135010300,3,1135000000,서울특별시 노원구 공릉동,공릉동
1135010400,3,1135000000,서울특별시 노원구 하계동,하계동
1135010500,3,1135000000,서울특별시 노원구 상계동,상계동
1135010600,3,1135000000,서울특별시 노원구 중계동,중계동
1138000000,2,1100000000,서울특별시 은평구,은평구
1138010100,3,1138000000,서울특별시 은평구 수색동,수색동
1138010200,3,1138000000,서울특별시 은평구 녹번동,녹번동
1138010300,3,1138000000,서울특별시 은평구 불광동,불광동
1138010400,3,1138000000,서울특별시 은평구 갈현동,갈현동
1138010500,3,1138000000,서울특별시 은평구 구산동,구산동
1138010600,3,1138000000,서울특별시 은평구 대조동,대조동
1138010700,3,1138000000,서울특별시 은평구 응암동,응암동
1138010800,3,1138000000,서울특별시 은평구 역촌동,역촌동
1138010900,3,1138000000,서울특별시 은평구 신사동,신사동
1138011000,3,1138000000,서울특별시 은평구 증산동,증산동
1138011400,3,1138000000,서울특별시 은평구 진관동,진관동
1141000000,2,1100000000,서울특별시 서대문구,서대문구
1141010100,3,1141000000,서울특별시 서대문구 충정로2가,충정로2가
1141010200,3,1141000000,서울특별시 서대문구 충정로3가,충정로3가
1141010300,3,1141000000,서울특별시 서대문구 합동,합동
1141010400,3,1141000000,서울특별시 서대문구 미근동,미근동
1141010500,3,1141000000,서울특별시 서대문구 냉천동,냉천동
1141010600,3,1141000000,서울특별시 서대문구 천연동,천연동
1141010700,3,1141000000,서울특별시 서대문구 옥천동,옥천동
1141010800,3,1141000000,서울특별시 서대문구 영천동,영천동
1141010900,3,1141000000,서울특별시 서대문구 현저동,현저동
1141011000,3,1141000000,서울특별시 서대문구 북아현동,북아현동
1141011100,3,1141000000,서울특별시 서대문구 홍제동,홍제동
1141011200,3,1141000000,서울특별시 서대문구 대현동,대현동
1141011300,3,1141000000,서울특별시 서대문구 대신동,대신동
1141011400,3,1141000000,서울특별시 서대문구 신촌동,신촌동
1141011500,3,1141000000,서울특별시 서대문구 봉원동,봉원동
1141011600,3,1141000000,서울특별시 서대문구 창천동,창천동
1141011700,3,1141000000,서울특별시 서대문구 연희동,연희동
1141011800,3,1141000000,서울특별시 서대문구 홍은동,홍은동
1141011900,3,1141000000,서울특별시 서대문구 북가좌동,북가좌동
1141012000,3,1141000000,서울특별시 서대문구 남가좌동,남가좌동
1144000000,2,1100000000,서울특별시 마포구,마포구
1144010100,3,1144000000,서울특별시 마포구 아현동,아현동
1144010200,3,1144000000,서울특별시 마포구 공덕동,공덕동
1144010300,3,1144000000,서울특별시 마포구 신공덕동,신공덕동
1144010400,3,1144000000,서울특별시 마포구 도화동,도화동
1144010500,3,1144000000,서울특별시 마포구 용강동,용강동
1144010600,3,1144000000,서울특별시 마포구 토정동,토정동
1144010700,3,1144000000,서울특별시 마포구 마포동,마포동
1144010800,3,1144000000,서울특별시 마포구 대흥동,대흥동
1144010900,3,1144000000,서울특별시 마포구 염리동,염리동
1144011000,3,1144000000,서울특별시 마포구 노고산동,노고산동
1144011100,3,1144000000,서울특별시 마포구 신수동,신수동
1144011200,3,1144000000,서울특별시 마포구 현석동,현석동
1144011300,3,1144000000,서울특별시 마포구 구수동,구수동
1144011400,3,1144000000,서울특별시 마포구 창전동,창전동
1144011500,3,1144000000,서울특별시 마포구 상수동,상수동
1144011600,3,1144000000,서울특별시 마포구 하중동,하중동
1144011700,3,1144000000,서울특별시 마포구 신정동,신정동
1144011800,3,1144000000,서울특별시 마포구 당인동,당인동
1144012000,3,1144000000,서울특별시 마포구 서교동,서교동
1144012100,3,1144000000,서울특별시 마포구 동교동,동교동
1144012200,3,1144000000,서울특별시 마포구 합정동,합정동
1144012300,3,1144000000,서울특별시 마포구 망원동,망원동
1144012400,3,1144000000,서울특별시 마포구 연남동,연남동
1144012500,3,1144000000,서울특별시 마포구 성산동,성산동
1144012600,3,1144000000,서울특별시 마포구 중동,중동
1144012700,3,1144000000,서울특별시 마포구 상암동,상암동
1147000000,2,1100000000,서울특별시 양천구,양천구
1147010100,3,1147000000,서울특별시 양천구 신정동,신정동
1147010200,3,1147000000,서울특별시 양천구 목동,목동
1147010300,3,1147000000,서울특별시 양천구 신월동,신월동
1150000000,2,1100000000,서울특별시 강서구,강서구
1150010100,3,1150000000,서울특별시 강서구 염창동,염창동
1150010200,3,1150000000,서울특별시 강서구 등촌동,등촌동
1150010300,3,1150000000,서울특별시 강서구 화곡동,화곡동
1150010400,3,1150000000,서울특별시 강서구 가양동,가양동
1150010500,3,1150000000,서울특별시 강서구 마곡동,마곡동
1150010600,3,1150000000,서울특별시 강서구 내발산동,내발산동
1150010700,3,1150000000,서울특별시 강서구 외발산동,외발산동
1150010800,3,1150000000,서울특별시 강서구 공항동,공항동
1150010900,3,1150000000,서울특별시 강서구 방화동,방화동
1150011000,3,1150000000,서울특별시 강서구 개화동,개화동
1150011100,3,1150000000,서울특별시 강서구 과해동,과해동
1150011200,3,1150000000,서울특별시 강서구 오곡동,오곡동
1150011300,3,1150000000,서울특별시 강서구 오쇠동,오쇠동
1153000000,2,1100000000,서울특별시 구로구,구로구
1153010100,3,1153000000,서울특별시 구로구 신도림동,신도림동
1153010200,3,1153000000,서울특별시 구로구 구로동,구로동
1153010300,3,1153000000,서울특별시 구로구 가리봉동,가리봉동
1153010600,3,1153000000,서울특별시 구로구 고척동,고척동
1153010700,3,1153000000,서울특별시 구로구 개봉동,개봉동
1153010800,3,1153000000,서울특별시 구로구 오류동,오류동
1153010900,3,1153000000,서울특별시 구로구 궁동,궁동
1153011000,3,1153000000,서울특별시 구로구 온수동,온수동
1153011100,3,1153000000,서울특별시 구로구 천왕동,천왕동
1153011200,3,1153000000,서울특별시 구로구 항동,항동
1154500000,2,1100000000,서울특별시 금천구,금천구
1154510100,3,1154500000,서울특별시 금천구 가산동,가산동
1154510200,3,1154500000,서울특별시 금천구 독산동,독산동
1154510300,3,1154500000,서울특별시 금천구 시흥동,시흥동
1156000000,2,1100000000,서울특별시 영등포구,영등포구
1156010100,3,1156000000,서울특별시 영등포구 영등포동,영등포동
1156010200,3,1156000000,서울특별시 영등포구 영등포동1가,영등포동1가
1156010300,3,1156000000,서울특별시 영등포구 영등포동2가,영등포동2가
1156010400,3,1156000000,서울특별시 영등포구 영등포동3가,영등포동3가
1156010500,3,1156000000,서울특별시 영등포구 영등포동4가,영등포동4가
1156010600,3,1156000000,서울특별시 영등포구 영등포동5가,영등포동5가
1156010700,3,1156000000,서울특별시 영등포구 영등포동6가,영등포동6가
1156010800,3,1156000000,서울특별시 영등포구 영등포동7가,영등포동7가
1156010900,3,1156000000,서울특별시 영등포구 영등포동8가,영등포동8가
1156011000,3,1156000000,서울특별시 영등포구 여의도동,여의도동
1156011100,3,1156000000,서울특별시 영등포구 당산동1가,당산동1가
1156011200,3,1156000000,서울특별시 영등포구 당산동2가,당산동2가
1156011300,3,1156000000,서울특별시 영등포구 당산동3가,당산동3가
1156011400,3,1156000000,서울특별시 영등포구 당산동4가,당산동4가
1156011500,3,1156000000,서울특별시 영등포구 당산동5가,당산동5가
1156011600,3,1156000000,서울특별시 영등포구 당산동6가,당산동6가
1156011700,3,1156000000,서울특별시 영등포구 당산동,당산동
1156011800,3,1156000000,서울특별시 영등포구 도림동,도림동
1156011900,3,1156000000,서울특별시 영등포구 문래동1가,문래동1가
1156012000,3,1156000000,서울특별시 영등포구 문래동2가,문래동2가
1156012100,3,1156000000,서울특별시 영등포구 문래동3가,문래동3가
1156012200,3,1156000000,서울특별시 영등포구 문래동4가,문래동4가
1156012300,3,1156000000,서울특별시 영등포구 문래동5가,문래동5가
1156012400,3,1156000000,서울특별시 영등포구 문래동6가,문래동6가
1156012500,3,1156000000,서울특별시 영등포구 양평동1가,양평동1가
1156012600,3,1156000000,서울특별시 영등포구 양평동2가,양평동2가
1156012700,3,1156000000,서울특별시 영등포구 양평동3가,양평동3가
1156012800,3,1156000000,서울특별시 영등포구 양평동4가,양평동4가
1156012900,3,1156000000,서울특별시 영등포구 양평동5가,양평동5가
1156013000,3,1156000000,서울특별시 영등포구 양평동6가,양평동6가
1156013100,3,1156000000,서울특별시 영등포구 양화동,양화동
1156013200,3,1156000000,서울특별시 영등포구 신길동,신길동
1156013300,3,1156000000,서울특별시 영등포구 대림동,대림동
1156013400,3,1156000000,서울특별시 영등포구 양평동,양평동
1159000000,2,1100000000,서울특별시 동작구,동작구
1159010100,3,1159000000,서울특별시 동작구 노량진동,노량진동
1159010200,3,1159000000,서울특별시 동작구 상도동,상도동
1159010300,3,1159000000,서울특별시 동작구 상도1동,상도1동
1159010400,3,1159000000,서울특별시 동작구 본동,본동
1159010500,3,1159000000,서울특별시 동작구 흑석동,흑석동
1159010600,3,1159000000,서울특별시 동작구 동작동,동작동
1159010700,3,1159000000,서울특별시 동작구 사당동,사당동
1159010800,3,1159000000,서울특별시 동작구 대방동,대방동
1159010900,3,1159000000,서울특별시 동작구 신대방동,신대방동
1162000000,2,1100000000,서울특별시 관악구,관악구
1162010100,3,1162000000,서울특별시 관악구 봉천동,봉천동
1162010200,3,1162000000,서울특별시 관악구 신림동,신림동
1162010300,3,1162000000,서울특별시 관악구 남현동,남현동
1165000000,2,1100000000,서울특별시 서초구,서초구
